,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
121,3723,,Philippines,,,No,,11.523,124.535,No measurements,Biliran,"[Global Volcanism Program, 2013. [Biliran (272080)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272080]).]",272080,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/calabozos/calabozos_083D_12440_131313.jpg,Philippines and SE Asia
122,3975,"<p>There have been no geodetic studies at Billy Mitchell, a small pyroclastic shield immediately NE of Bagana volcano.</p>
",Papua New Guinea,,,No,,-6.0920000000000005,155.225,No measurements,Billy Mitchell,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=255011]",255011,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/calabozos/calabozos_083D_12636_131313.jpg,Melanesia and Australia
123,5301,"<p>There is no evidence of a ground-based monitoring network dedicated to volcano surveillance in Yemen, however the Seismological and Volcanological Observatory Center (SVOC) at the Yemen National Seismological Observatory Center operate a national seismic network across the country and are responsible for the monitoring of volcanic activity in Yemen (Brown et al., 2015).</p>
",Yemen,,,No,,15.55,50.63,No measurements,Bir Borhut,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=231180, Regional and country profiles of volcanic hazard and risk. Report IV of the GVM/IAVCEI contribution to the Global Assessment Report on Disaster Risk Reduction 2015<br />
S.K. Brown, R.S.J. Sparks, K. Mee, C. Vye-Brown, E. Ilyinskaya, S. Jenkins, S.C. Loughlin<br />
http://www.preventionweb.net/english/hyogo/gar/2015/en/bgdocs/risk-section/GVMd.%20Global%20Volcanic%20Hazards%20and%20Risk%20Country%20volcanic%20hazard%20and%20risk%20profiles..pdf]",231180,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/calbuco/calbuco_083D_13027_131313.jpg,Middle East and Indian Ocean
124,187,"<p>Bishoftu (often described as Bishoftu volcanic field, or known as Debre Zeit) is comprised of a series of cinder cones, maars (many of which are filled with water) and tuff rings. Biggs et al. (2011) has investigated the region using InSAR between 2003-2010 and found no evidence for surface deformation.</p>
",Ethiopia,No,2003-2010,Yes,,8.78,38.98,InSAR,Bishoftu Volcanic Field,"[Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.<br />
 , Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]]",221220,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/calbuco/calbuco_083D_13222_131313.jpg,Africa and Red Sea
125,4370,,Nigeria,,,No,,10.75,12.0,No measurements,Biu Plateau,[.],224050,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/caldera_del_atuel/caldera-del-atuel_083D_12440_131313.jpg,Africa and Red Sea
126,5173,,Nigeria,,,No,,10.75,12.088,No measurements,Biu Plateau,[http://volcano.si.edu/volcano.cfm?vn=224050],224050,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/callaqui/callaqui_083D_12832_131313.jpg,Africa and Red Sea
127,5234,,United States,,,No,,43.183,-114.352,No measurements,Black Butte Crater Lava Field,"[U.S. Geological Survey Cascade Volcano Observatory (CVO)<br />
https://volcanoes.usgs.gov/volcanoes/black_butte_crater_lava_field/]",324010,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/camiguin/camiguin_061D_08106_121113.jpg,Canada and Western USA
128,850,,United States,,,No,,56.552,-158.785,No measurements,Black Peak,"[U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Black%20Peak]",312080,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/campi_flegrei/campi-flegrei_044A_04912_081213.jpg,Alaska
129,5401,,USA,,,No,,38.97,-112.5,No measurements,Black Rock Desert,[.],327050,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/campi_flegrei/campi-flegrei_124D_04855_131313.jpg,Canada and Western USA
130,1182,,United States,,,No,,38.97,-112.5,No measurements,Black Rock Desert,"[U.S. Geological Survey Volcano Hazards Program<br />
https://volcanoes.usgs.gov/volcanoes/black_rock_desert/]",327050,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/campi_flegrei/campi-flegrei_022D_04826_121209.jpg,Canada and Western USA
131,2396,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,56.97,159.78,InSAR,Bliznets,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300272]",300490,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/carlisle/carlisle_015D_03736_040402.jpg,Kamchatka and Mainland Asia
132,2426,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,57.35,161.37,InSAR,Bliznetsy,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300552]",300552,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/carran_los_venados/carran-los-venados_083D_13027_131313.jpg,Kamchatka and Mainland Asia
133,453,,United States,,,No,,44.411,-121.774,No measurements,Blue Lake Crater,[U.S. Geological Survey Cascades Volcano Observatory (CVO) website http://volcanoes.usgs.gov/volcanoes/blue_lake_crater/],322030,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/carrizozo/carrizozo_158D_05548_131313.jpg,Canada and Western USA
134,1077,,United States,,,No,,51.91,-177.438,No measurements,Bobrof,"[U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Bobrof]",311100,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cay/cay_010D_13610_131313.jpg,Alaska
135,5170,,Kenya,,,No,,0.25,36.08,No measurements,Bogoria,[http://volcano.si.edu/volcano.cfm?vn=222803],222803,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cay/cay_010D_13416_131313.jpg,Africa and Red Sea
136,5218,,United States,,,No,,53.93,-168.03,No measurements,Bogoslof,"[Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p., U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Bogoslof]",311300,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cayambe/cayambe_142D_08947_131313.jpg,Alaska
137,2239,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,52.9,157.78,No measurements,Bolshe-Bannaya,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300087]",300087,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cayley_volcanic_field/cayley-volcanic-field_086D_03905_131313.jpg,Kamchatka and Mainland Asia
138,2337,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,55.88,157.78,No measurements,Bolshoi Payalpan,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300272]",300300,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cayutue_la_vigueria/cayutue-la-vigueria_083D_13027_131313.jpg,Kamchatka and Mainland Asia
139,5310,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,54.32,160.02,InSAR,Bolshoi Semiachik,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300150]",300150,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cayutue_la_vigueria/cayutue-la-vigueria_083D_13222_131313.jpg,Kamchatka and Mainland Asia
140,2356,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
&nbsp;</p>
",Russia,,,No,,56.47,157.8,No measurements,Bolshoi-Kekuknaysky,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300360]",300360,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ceboruco/ceboruco_012D_06936_131313.jpg,Kamchatka and Mainland Asia
141,5274,,France,,,No,,-37.721,77.825,No measurements,Boomerang Seamount,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=234000]",234000,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/central_island/central-island_152D_08715_131313.jpg,Middle East and Indian Ocean
142,1531,"<p>Bora Ale, located in the centre of the Erta Ale Range, initially formed submarine. The most recent, although undated activity, were basaltic lava flows from a NNW-trending fissure that cut across the stratovolcano. <span style=""color: #333333;"">Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat InSAR data (2005 – 2010) covering this volcano. They report no deformation. Some fumarolic activity can be found towards this north of this volcano however.</span></p>
",Ethiopia,No,2005 - 2010,Yes,,13.725,40.6,InSAR,Bora Ale,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp. 8562-8575.]",221071,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cereme/cereme_149D_09703_081110.jpg,Africa and Red Sea
143,167,"<p>InSAR data between 1997-2000 and 2004-2010 shows two periods of uplift, separated by a period subsidence (Biggs et al., 2011). The first period of uplift was in 2004, where ~3 cm was observed over ~3 months. After these 3 months some subsidence occurred, but until 2008 an absence of data prevents an accurate description of the exact changes throughout that time. Between August 2008 and June 2010 (900 days) a circular pattern of 5.3 cm of uplift was observed between Bora Berrichio and Tulla Moje volcano. The best fitting source model for this deformation was found to be a penny shaped crack between 0.9-1.3 km deep and 4.7-8.1 km radius (Biggs et al., 2011).<br />
The deflation and inflation at Bora is also more linear (&gt;4 year decay constant) that the nearby volcanoes of Alutu and Haledebi.</p>
",Ethiopia,Yes,"1997-2000, 2004-2010",Yes,Magmatic,8.27,39.03,InSAR,Bora-Bericcio,"[Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.]",221240,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cerro_auquihuato/cerro-auquihuato_025D_10464_131313.jpg,Africa and Red Sea
144,504,"<p><span style=""color: #333333;"">Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat  InSAR data covering this volcano. They report no deformation at this group of rhyolitic lava domes. </span><br />
N.B. There is another volcano in Ethiopia named Borawli.</p>
",Ethiopia,No,2005 - 2010,Yes,,11.63,41.45,InSAR,Borawli,"[Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575., NASA Landsat image, 1999]",221121,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/cerro_azul/cerro-azul_128D_09014_090400.jpg,Africa and Red Sea
