jasmin_name,name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
bur_ni_telong,Bur ni Telong,261050,Sumatra,No,,,,4.769,96.821,No measurements,,"['Global Volcanism Program, 2013. Bur ni Telong (261050) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Philippines and SE Asia,
,Bus-Obo,303030,Mongolia,Yes,Yes,,,47.12,109.08,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=303030'],South America,
butajiri-silti_field,Butajiri-Silti Field,221260,Ethiopia,Yes,No,"1997-2000, 2003-2010","<p>No deformation has been observed at Butajiri between 1997-2000 or 2003-2010 using InSAR data (Biggs et al., 2011).</p>
",8.05,38.35,InSAR,,"['Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.<br />\n ', 'Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]']",Philippines and SE Asia,
buyan-bratan,Buyan-Bratan,264001,Indonesia,No,,,,-8.283,115.133,No measurements,,"['Global Volcanism Program, 2013. Buyan-Bratan (264001) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 02 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=264001). https://doi.org/10.5479/si.GVP.VOTW4-2013']",South America,
,Buzzard Creek,315001,United States,No,,,,64.07,-148.42,No measurements,,['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Buzzard%20Creek'],South America,
cabalian,Cabalian,272050,Philippines,No,,,,10.285,125.21799999999999,No measurements,,"['Global Volcanism Program, 2013. [Cabalian (272050)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272050]).']",Mediterranean and W. Asia,
caburgua-huelemolle,Caburgua-Huelemolle,357112,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Caburgua-Huelemolle during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-39.25,-71.75,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",South America,
,Cagua,273090,Philippines,No,,,,18.222,122.12299999999999,No measurements,,"['Global Volcanism Program, 2013. [Cagua (273090)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=273090]).']",South America,
caichinque,Caichinque,355104,Chile,Yes,No,1992-2011,"<p>No deformation was detected at Caichinque during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-23.949,-67.74,InSAR,,"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",South America,
calabozos,Calabozos,357042,Chile,Yes,No,2006-2008,"<p>No deformation was detected at the Calabozos caldera during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-35.558,-70.49600000000001,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.']",Africa and Red Sea,
calatrava_volcanic_field,Calatrava Volcanic Field,210040,Spain,No,,,,38.87,4.02,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=210040'],Philippines and SE Asia,
calbuco,Calbuco,358020,Chile,Yes,Yes,"1993-1999 (ERS), 2006-2010 (ALOS), 2015 (Sentinel-1a)","<p>No deformation was detected at Calbuco volcano during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).<br />
Sentinel images of the April 2015 eruption of Calbuco recorded approximately 12 cm subsidence, best fitted by a Mogi source (assumed to be the magma reservoir) contracting by 49M m^3, located 5.5 km southwest of the volcano at a depth of 10 km (NERC COMET, 2015).<br />
Delgado et al., 2017, estimated that the VEI 4 April 22–23, 2015 Calbuco eruption produced 12 cm of coeruptive subsidence from a source depth 8–11 km and offset ~ 2 km S from the summit.</p>
",-41.326,-72.61399999999999,InSAR,Magmatic,"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.', 'Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.', 'Pritchard, M. E., Jay, J. A., Aron, F., Henderson, S. T., & Lara, L. E. (2013). Subsidence at southern Andes volcanoes induced by the 2010 Maule, Chile earthquake. Nature Geoscience, 6(8), 632-636. doi:10.1038/ngeo1855', 'http://comet.nerc.ac.uk/latest-earthquakes-and-eruptions/satellite-observations-of-the-ongoing-april-2015-eruption-of-volcan-calbuco-chile/', 'Delgado, F., Pritchard, M. E., Ebmeier, S., González, P., & Lara, L. (2017). Recent unrest (2002–2015) imaged by space geodesy at the highest risk Chilean volcanoes: Villarrica, Llaima, and Calbuco (Southern Andes). Journal of Volcanology and Geothermal Research.']",Philippines and SE Asia,
caldera_del_atuel,Caldera del Atuel,357023,Argentina,Yes,No,2006-2008,"<p>No deformation was detected at the Caldera del Atuel during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-34.65,-70.05,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.']",Mediterranean and W. Asia,
callaqui,Callaqui,357091,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Callaqui during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-37.92,-71.45,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",South America,
,Cameroon,224010,Cameroon,Yes,Yes,"1999, 2000","<p>Mount Cameroon is one of Africa&#8217;s largest volcanoes, with many cinder cones and satellite peaks. 19 eruptions have been documented between the 5th century BCE and May 2000. Most of these eruptions produced lava flows from the SW flank. The May 2000 and March 1999 eruptions were reportedly studied with InSAR using Radarsat-1 data, which apparently demonstrated clear deformation (Walter and Amelung, 2003). Walter and Amelung (2003) also report on numerical modelling of the interplay between the Cameroon fracture zones, and the size and orientation of feeding dyke(s).<br />
There has also been reports of activity in 2012, although the writer is not aware of any scientific investigations into this, geodetically or otherwise.</p>
",4.203,9.17,InSAR,Magmatic,"['Walter, T. R., & Amelung, F. (2003). Surface deformation observed by INSAR during the 1999 and 2000 eruptions on Mount Cameroon, West Africa. In EGS-AGU-EUG Joint Assembly (Vol. 1, p. 1491).']",Antarctica,
camiguin,Camiguin,271080,Philippines,No,,,,9.203,124.67299999999999,No measurements,,"['Global Volcanism Program, 2013. [Camiguin (271080)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 05 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=271080]).']",South America,
camiguin_de_babuyanes,Camiguin de Babuyanes,274010,Philippines,No,,,,18.83,121.86,No measurements,,"['Global Volcanism Program, 2013. [Camiguin de Babuyanes (274010)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 09 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=274010]).']",South America,
campi_flegrei,Campi Flegrei,211010,Italy,Yes,Yes,1905 to present,"<p><span style=""color: #333333;"">Volcano deformation has been measured at Campi Flegrei throughout its geological history, over varying timescales, alternating between uplift and subsidence phases. Geodetic measurements of ground elevation are available since 1905 and indicate episodes of ground uplift in 1953, 1969, and 1982, totalling approximately 4 m of vertical displacement (Del Gaudio et al., 2010).</span><br />
Significant episodes include the 1982-1984 of unrest, where up to 1.8 m vertical uplift occurred in the caldera at Pozzuoli. A slow deflation phase began in 1985, interrupted by minor uplift episodes of few cms, seismic swarms and degassing episodes in 1989, 2000, and 2004–2006.<br />
<span style=""color: #333333;"">Between 2005-2011, Campi Flegrei has been uplifting, at a rate of 1 cm/yr. In 2011, the rate of uplift increased, reaching</span><span style=""color: #333333;""> 9 cm/yr in 2012 in Pozzuoli, as registered by the Neapolitan Volcanoes Continuous GPS (NeVoCGPS) network operating in the Neapolitan volcanic districts.</span><br />
Episodic pulsed inflations of the caldera floor have led to gas injections into the hydrothermal system, accompanied by seismic swarms shallower than 2–3 km depth.<br />
&nbsp;<br />
&nbsp;</p>
",40.827,14.139000000000001,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM, Gravity, Seismics","Hydrothermal, Magmatic, Magmatic, hydrothermal, gas","['C. Del Gaudio, I. Aquino, G.P. Ricciardi, C. Ricco, R. Scandone<br />\nUnrest episodes at Campi Flegrei: a reconstruction of vertical ground movements during 1905–2009<br />\nJ. Volcanol. Geotherm. Res., 195 (1) (2010), pp. 48–56 http://dx.doi.org/10.1016/j.jvolgeores.2010.05.014', 'Todesco, M., Costa, A., Comastri, A., Colleoni, F., Spada, G., & Quareni, F. (2014). Vertical ground displacement at Campi Flegrei (Italy) in the fifth century: Rapid subsidence driven by pore pressure drop. Geophysical Research Letters, 41(5), 1471-1478.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211010']",Alaska,
vesuvius,Campi Flegrei,211010,Italy,Yes,Yes,1905 to present,"<p><span style=""color: #333333;"">Volcano deformation has been measured at Campi Flegrei throughout its geological history, over varying timescales, alternating between uplift and subsidence phases. Geodetic measurements of ground elevation are available since 1905 and indicate episodes of ground uplift in 1953, 1969, and 1982, totalling approximately 4 m of vertical displacement (Del Gaudio et al., 2010).</span><br />
Significant episodes include the 1982-1984 of unrest, where up to 1.8 m vertical uplift occurred in the caldera at Pozzuoli. A slow deflation phase began in 1985, interrupted by minor uplift episodes of few cms, seismic swarms and degassing episodes in 1989, 2000, and 2004–2006.<br />
<span style=""color: #333333;"">Between 2005-2011, Campi Flegrei has been uplifting, at a rate of 1 cm/yr. In 2011, the rate of uplift increased, reaching</span><span style=""color: #333333;""> 9 cm/yr in 2012 in Pozzuoli, as registered by the Neapolitan Volcanoes Continuous GPS (NeVoCGPS) network operating in the Neapolitan volcanic districts.</span><br />
Episodic pulsed inflations of the caldera floor have led to gas injections into the hydrothermal system, accompanied by seismic swarms shallower than 2–3 km depth.<br />
&nbsp;<br />
&nbsp;</p>
",40.827,14.139000000000001,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM, Gravity, Seismics","Hydrothermal, Magmatic, Magmatic, hydrothermal, gas","['C. Del Gaudio, I. Aquino, G.P. Ricciardi, C. Ricco, R. Scandone<br />\nUnrest episodes at Campi Flegrei: a reconstruction of vertical ground movements during 1905–2009<br />\nJ. Volcanol. Geotherm. Res., 195 (1) (2010), pp. 48–56 http://dx.doi.org/10.1016/j.jvolgeores.2010.05.014', 'Todesco, M., Costa, A., Comastri, A., Colleoni, F., Spada, G., & Quareni, F. (2014). Vertical ground displacement at Campi Flegrei (Italy) in the fifth century: Rapid subsidence driven by pore pressure drop. Geophysical Research Letters, 41(5), 1471-1478.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211010']",South America,
campi_flegrei,Vesuvius,211010,Italy,Yes,Yes,1992 to 2000,"<p><span style=""color: #333333;"">Lanari et al. (2002) present deformation data over the Somma-Vesuvius volcanic complex. The volcano is in a quiescent stage but  ground deformation</span> is characterized by continuous subsidence, revealed by ERS satellite data and levelling surveys, between 1992 and 2000.<br />
Deformation is mainly localized in two zones on  the Vesuvius cone and a narrow annular area that, although not fully continuously, extends around the base of the Somma edifice. The authors propose that the subsidence at both sites involces joint effects of gravitational sliding and extensional tectonic stress occurring at the contact between different lithological units.<br />
&nbsp;<br />
&nbsp;</p>
",40.821,14.425999999999998,"InSAR, Levelling, Tiltmeter, trilateration","Surface deposits, Faulting/tectonics","['Lanari, R., De Natale, G., Berardino, P., Sansosti, E., Ricciardi, G. P., Borgstrom, S., ... & Troise, C. (2002). Evidence for a peculiar style of ground deformation inferred at Vesuvius volcano. Geophysical Research Letters, 29(9), 6-1.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211020']",Canada and Western USA,
vesuvius,Vesuvius,211010,Italy,Yes,Yes,1992 to 2000,"<p><span style=""color: #333333;"">Lanari et al. (2002) present deformation data over the Somma-Vesuvius volcanic complex. The volcano is in a quiescent stage but  ground deformation</span> is characterized by continuous subsidence, revealed by ERS satellite data and levelling surveys, between 1992 and 2000.<br />
Deformation is mainly localized in two zones on  the Vesuvius cone and a narrow annular area that, although not fully continuously, extends around the base of the Somma edifice. The authors propose that the subsidence at both sites involces joint effects of gravitational sliding and extensional tectonic stress occurring at the contact between different lithological units.<br />
&nbsp;<br />
&nbsp;</p>
",40.821,14.425999999999998,"InSAR, Levelling, Tiltmeter, trilateration","Surface deposits, Faulting/tectonics","['Lanari, R., De Natale, G., Berardino, P., Sansosti, E., Ricciardi, G. P., Borgstrom, S., ... & Troise, C. (2002). Evidence for a peculiar style of ground deformation inferred at Vesuvius volcano. Geophysical Research Letters, 29(9), 6-1.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=211020']",South America,
,Cañapa,355825,Chile,Yes,No,1992-2002,"<p>No deformation was detected at Cañapa during a regional InSAR survey of Central Andean Volcanoes (Pritchard &amp; Simons, 2004).</p>
",-21.5,-68.12,InSAR,,"['Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the central Andes, Geochem. Geophys. Geosyst., 5, Q02002, doi:10.1029/2003GC000610.<br />\n']",South America,
